date,price,logreturn
712227,16.85,0
712228,16.93,0.00473653934667311
712229,16.98,0.0029489847381573
712232,17.08,0.00587200747722237
712233,17.030001,-0.00293163496592255
712234,17.09,0.00351694373299844
712235,16.76,-0.0194984020735624
712236,16.67,-0.00538439829123432
712239,16.719999,0.00299485108523877
712240,16.860001,0.00833846403774721
712241,16.85,-0.000593355087317836
712242,16.870001,0.00118629903632701
712243,16.9,0.00177666609432976
712246,16.92,0.00118273224904962
712247,16.860001,-0.00355234229238868
712248,16.74,-0.00714294682435953
712249,16.73,-0.000597550062596571
712250,16.82,0.00536513954606937
712253,17.02,0.011820468600426
712254,17.049999,0.00176102193326961
712255,17.049999,0
712256,17.23,0.0105019054613405
712257,17.290001,0.00347630699225917
712260,17.32,0.00173354560219167
712261,17.23,-0.00520985259445085
712262,17.209999,-0.0011614984221444
712263,17.280001,0.00405926912858434
712264,17.24,-0.00231755601073121
712268,17.059999,-0.0104957817886627
712269,17.059999,0
712270,16.99,-0.00411154776304377
712271,17.15,0.00937323792810818
712274,17.200001,0.00291126834699165
712275,17.17,-0.00174576704955633
712277,17.209999,0.00232687720830952
712278,17.280001,0.00405926912858434
712281,17.280001,0
712282,17.219999,-0.00347838031870439
712283,17.24,0.00116082430797312
712284,17.23,-0.000580214695708719
712285,17.290001,0.00347630699225917
712288,17.32,0.00173354560219167
712289,17.200001,-0.0069524611753486
712290,17.190001,-0.000581564390827802
712291,17.07,-0.00700534076176351
712292,17.09,0.00117096032115027
712295,17.120001,0.00175393199730967
712296,17.25,0.00756471435255964
712297,17.450001,0.011527562477656
712298,17.49,0.00228958307548576
712299,17.450001,-0.00228958307548585
712302,17.440001,-0.00057323013474346
712303,17.450001,0.00057323013474339
712304,17.549999,0.0057141869767914
712305,17.559999,0.000569638327544581
712306,17.559999,0
712309,17.459999,-0.00571103812167494
712310,17.530001,0.00400126284052125
712311,17.440001,-0.00514728015792565
712312,17.299999,-0.00806003212001808
712313,17.290001,-0.000578086168165951
712316,17.530001,0.0137853984461096
712317,17.549999,0.00114013695360927
712318,17.629999,0.00454804675646371
712319,17.780001,0.00847234664044653
712323,17.85,0.0039292218969216
712324,17.75,-0.00561799230422337
712325,17.940001,0.0106473964505838
712326,17.98,0.00222711667146571
712327,17.959999,-0.00111302184870957
712330,17.879999,-0.00446429337780968
712331,18.030001,0.00835437886138637
712332,18.049999,0.00110853669888501
712333,17.93,-0.00667034176018486
712334,17.959999,0.00167171957772314
712337,17.83,-0.00726457531971577
712338,17.83,0
712339,17.76,-0.00393369431102486
712340,17.860001,0.00561489387536882
712341,17.959999,0.00558337575537182
712344,18.219999,0.014372829752304
712345,18.110001,-0.00605550983363671
712346,18.27,0.00879604327648337
712347,18.120001,-0.00824401458744566
712348,18.219999,0.00550348114459921
712351,18.27,0.00274053344284663
712352,18.27,0
712353,18.290001,0.00109414668754303
712354,18.290001,0
712355,18.18,-0.0060324283281257
712358,18.26,0.00439078641748976
712359,18.440001,0.00980939719155856
712360,18.52,0.00432895685965207
712361,18.559999,0.00215744426070949
712362,18.68,0.00644475932195368
712365,18.6,-0.00429185208154092
712366,18.709999,0.0058965061194869
712367,18.690001,-0.00106941186662462
712368,18.690001,0
712369,18.67,-0.00107071741838649
712372,18.719999,0.00267446007700986
712374,18.780001,0.00320010939761039
712375,18.77,-0.000532676429834286
712376,18.790001,0.00106501604675286
712379,18.6,-0.0101632859260146
712380,18.879999,0.0149415270320959
712381,18.93,0.00264485746997981
712382,19.139999,0.0110323685569715
712383,19.26,0.00625007259177671
712386,19.4,0.00724265969930269
712387,19.25,-0.00776200533548919
712388,18.98,-0.0141252675520115
712389,18.93,-0.0026378279605504
712390,18.969999,0.00211076601087728
712393,18.92,-0.00263916760837639
712394,18.83,-0.0047682209546714
712395,19,0.00898763649737959
712396,19.16,0.00838579337627396
712397,19.139999,-0.00104443876451169
712400,18.110001,-0.0553160066647708
712401,17.91,-0.0111051110408116
712402,18.110001,0.0111051110408116
712403,17.440001,-0.0376978512931506
712404,17.690001,0.0142330888805234
712407,17.639999,-0.00283057081150357
712409,17.809999,0.00959104726403615
712410,17.91,0.00559917491928287
712411,17.67,-0.0134909297410153
712414,17.59,-0.00453772758213838
712415,17.32,-0.0154686556151777
712416,16.870001,-0.0263249472995912
712417,16.690001,-0.0107271582448386
712418,16.870001,0.0107271582448386
712421,16.68,-0.0113265589040972
712422,17.059999,0.0225260865162835
712423,17.360001,0.0174322833890048
712424,17.610001,0.0142982124581411
712425,17.59,-0.0011364205445635
712428,17.48,-0.0062731885220774
712429,17.23,-0.0144053196875511
712430,17.27,0.00231884161874885
712431,17.5,0.0132299887708811
712432,17.690001,0.0107986837713364
712435,17.84,0.00844356245105862
712436,18.02,0.0100391250283286
712437,17.950001,-0.00389208153559903
712438,17.99,0.00222587731784882
712439,18.139999,0.00830334159775576
712442,18.41,0.0147746056847891
712443,18.459999,0.00271217965853724
712444,18.610001,0.00809294948518558
712445,18.48,-0.0070100581751712
712446,18.280001,-0.0108814454829406
712449,18.290001,0.000546896346860892
712450,18.32,0.0016388421685258
712451,18.34,0.00109110758233456
712452,18.540001,0.0108461472468214
712453,18.68,0.00752281872555641
712456,18.700001,0.00107014453577875
712457,18.68,-0.00107014453577878
712458,18.82,0.00746670135653707
712459,18.790001,-0.00159526751206324
712460,18.540001,-0.01339425257003
712463,18.530001,-0.000539519811332599
712464,18.540001,0.000539519811332625
712465,18.43,-0.00595084239340828
712466,18.42,-0.000542740854570968
712467,18.549999,0.00703270431792607
712471,18.68,0.00698369765560963
712472,18.540001,-0.00752281872555632
712473,18.59,0.00269318765821243
712474,18.75,0.00856995068306726
712477,18.610001,-0.00749462802771054
712478,18.870001,0.0138742879859188
712479,19.09,0.0115912253630283
712480,19.18,0.00470343171763588
712481,19.290001,0.00571880930267608
712484,19.370001,0.00413865028716104
712485,19.309999,-0.00310248439134651
712486,19.209999,-0.00519211992953953
712487,19.370001,0.00829460432088592
712488,19.440001,0.00360732142749171
712491,19.42,-0.00102938760944193
712492,19.139999,-0.0145231290849761
712493,19.41,0.0140080634027159
712494,19.42,0.000515065682260065
712495,19.450001,0.0015436586151568
712498,19.690001,0.0122638219598987
712499,19.66,-0.00152482871921396
712500,20,0.0171461588349706
712501,19.889999,-0.00551523096463227
712502,20.120001,0.0114973523439678
712505,20,-0.00598212137933538
712506,19.780001,-0.011060896803309
712507,19.860001,0.00403633221881066
712509,19.85,-0.000503701836293027
712512,19.709999,-0.00707793670423913
712513,19.889999,0.00909097216039836
712514,20.01,0.00601510600628346
